0,,,,,,,
1,,,,,,,
909,Thomas Hart Benton's America Today,102.72017,230.88037,141,251.7604,122.26872,235.80054
910,Avant-Garde,141.36023,207.12035,169.92027,230.64038,155.85266,223.35577
911,Direct Expression,141.36023,183.8403,169.92027,206.88034,156.10939,191.40363
912,Abstraction,161.76027,161.9,179.7603,183.6003,171.08754,172.12097
913,Abstraction,89.28014,161.52026,161.52026,183.6003,125.89613,172.16107
914,Modern and Contemporary Works,97.92016,96.00016,115.92019,130.80022,107.29903,113.07056
915,"Paintings and Sculpture, 1970–present",11,71.040115,105.12017,95.760155,88.7926,83.15845
916,Modern and Contemporary Works,0.2400004,103.92017,25.440042,121.6802,13.44397,113.11847
917,Matisse: The 1920s,,,,,,
918,International Contemporary Works,,,,,,
919,Clyfford Still,,,,,,
920,The New York School,,,,,,
921,Abstract Expressionism,,,,,,
922,Abstract Expressionism,,,,,,
923,"American Abstraction and Pop, 1950s–60s",,,,,,
924,"American Abstraction and Pop, 1950s–60s",,,,,,
925,"American Abstraction and Pop, 1950s–60s",,,,,,
926,Cornelia Parker: Transitional Object (PsychoBarn),,,,,,
950,Maiolica,431.2807,148.56024,447.36075,163.20027,439.4643,155.52472
951,Decorative Objects,429,137.7,440.7,145,434.8824,141.58423
952,Fourteenth- and Fifteenth-Century Italian Paintings,418,127.7,430,135,424.3842,131.14673
953,Northern Renaissance Paintings,408.5,118,419,123.8,414.20844,120.949524
954,European Glass,398,107,409,114,403.83926,110.815735
955,Manus x Machina,372,94.8,393,109,384.16522,100.88226
956,Fifteenth-Century Sienese Paintings,359.5,106.5,371,112,365.25043,109.77612
957,Eighteenth- and Nineteenth-Century European Paintings,350,116,359.5,122,355.79068,119.47797
958,Seventeenth-Century European Paintings,339,126,351,132.5,345.34314,129.76343
959,Fifteenth-Century Central and Northern Italian Paintings/Flemish Tapestries,327,137,340,144.8,333.67422,140.14484
960,Drawings Exhibition,320.16052,145.68024,336.24054,163.20027,328.39594,154.08527
961,Manus x Machina,341,163,384,187.7,359.14923,173.64813
962,Manus x Machina,385,163,426,187.7,408.4604,173.64813
964,,435,24.7,458,42.6,447.05072,35.068665
980,Lizzie and Jonathan Tisch Gallery,,,,,,
981,Carl and Iris Barrel Apfel Gallery,,,,,,
999,Court & Cosmos,,,,,,
